group_name,file_name,nodule_name,nodule_size(pixels)
202 ts Soil+Water,IMG_0708,IMG_0708_78,2182
306 ps Soil,IMG_0537,IMG_0537_1,1128
306 ps Soil,IMG_0537,IMG_0537_2,2848
306 ps Soil,IMG_0537,IMG_0537_3,326
306 ps Soil,IMG_0537,IMG_0537_4,2083
306 ps Soil,IMG_0537,IMG_0537_5,596
306 ps Soil,IMG_0537,IMG_0537_6,499
306 ps Soil,IMG_0537,IMG_0537_7,156
306 ps Soil,IMG_0537,IMG_0537_8,636
306 ps Soil,IMG_0537,IMG_0537_9,502
306 ps Soil,IMG_0537,IMG_0537_10,80
306 ps Soil,IMG_0537,IMG_0537_11,467
306 ps Soil,IMG_0537,IMG_0537_12,2011
306 ps Soil,IMG_0537,IMG_0537_13,145
306 ps Soil,IMG_0537,IMG_0537_14,76
306 ps Soil,IMG_0537,IMG_0537_15,2079
306 ps Soil,IMG_0537,IMG_0537_16,507
306 ps Soil,IMG_0537,IMG_0537_17,215
306 ps Soil,IMG_0537,IMG_0537_18,1092
306 ps Soil,IMG_0537,IMG_0537_19,384
306 ps Soil,IMG_0537,IMG_0537_20,981
306 ps Soil,IMG_0537,IMG_0537_21,1228
306 ps Soil,IMG_0537,IMG_0537_22,495
306 ps Soil,IMG_0537,IMG_0537_23,782
306 ps Soil,IMG_0537,IMG_0537_24,1368
306 ps Soil,IMG_0537,IMG_0537_25,711
306 ps Soil,IMG_0537,IMG_0537_26,426
306 ps Soil,IMG_0537,IMG_0537_27,327
306 ps Soil,IMG_0537,IMG_0537_28,778
306 ps Soil,IMG_0537,IMG_0537_29,435
306 ps Soil,IMG_0537,IMG_0537_30,2047
306 ps Soil,IMG_0537,IMG_0537_31,425
306 ps Soil,IMG_0537,IMG_0537_32,506
306 ps Soil,IMG_0537,IMG_0537_33,778
306 ps Soil,IMG_0537,IMG_0537_34,907
306 ps Soil,IMG_0537,IMG_0537_35,533
306 ps Soil,IMG_0537,IMG_0537_36,1094
306 ps Soil,IMG_0537,IMG_0537_37,80
306 ps Soil,IMG_0537,IMG_0537_38,779
306 ps Soil,IMG_0537,IMG_0537_39,970
306 ps Soil,IMG_0537,IMG_0537_40,322
306 ps Soil,IMG_0537,IMG_0537_41,1055
306 ps Soil,IMG_0537,IMG_0537_42,499
306 ps Soil,IMG_0537,IMG_0537_43,322
306 ps Soil,IMG_0537,IMG_0537_44,140
306 ps Soil,IMG_0537,IMG_0537_45,463
306 ps Soil,IMG_0537,IMG_0537_46,463
306 ps Soil,IMG_0537,IMG_0537_47,316
306 ps Soil,IMG_0537,IMG_0537_48,915
306 ps Soil,IMG_0537,IMG_0537_49,252
306 ps Soil,IMG_0537,IMG_0537_50,1201
306 ps Soil,IMG_0537,IMG_0537_51,182
306 ps Soil,IMG_0537,IMG_0537_52,603
