group_name,file_name,nodule_name,nodule_size(pixels),nodule_size(mm2)
104 ps Soil,IMG_0474,IMG_0474_20,5553,110.314354266
104 ps Soil,IMG_0474,IMG_0474_21,4966,98.653175452
104 ps Soil,IMG_0474,IMG_0474_22,2549,50.637725378
104 ps Soil,IMG_0474,IMG_0474_23,2495,49.56497639
104 ps Soil,IMG_0474,IMG_0474_24,9374,186.221278028
104 ps Soil,IMG_0474,IMG_0474_25,935,18.574450069999997
104 ps Soil,IMG_0474,IMG_0474_26,3617,71.854316474
104 ps Soil,IMG_0474,IMG_0474_27,422,8.383334684
104 ps Soil,IMG_0474,IMG_0474_28,1425,28.30865385
104 ps Soil,IMG_0474,IMG_0474_29,1417,28.149728074
104 ps Soil,IMG_0474,IMG_0474_30,1523,30.255494606
104 ps Soil,IMG_0474,IMG_0474_31,9304,184.830677488
104 ps Soil,IMG_0474,IMG_0474_32,2119,42.095464918
104 ps Soil,IMG_0474,IMG_0474_33,316,6.277568152
104 ps Soil,IMG_0474,IMG_0474_34,4714,93.647013508
104 ps Soil,IMG_0474,IMG_0474_35,1159,23.024371797999997
104 ps Soil,IMG_0474,IMG_0474_36,523,10.389772606
104 ps Soil,IMG_0474,IMG_0474_37,2148,42.671570855999995
104 ps Soil,IMG_0474,IMG_0474_38,320,6.35703104
104 ps Soil,IMG_0474,IMG_0474_39,1518,30.156165996
104 ps Soil,IMG_0474,IMG_0474_40,2012,39.969832663999995
104 ps Soil,IMG_0474,IMG_0474_41,922,18.316195684
104 ps Soil,IMG_0474,IMG_0474_42,699,13.886139678
104 ps Soil,IMG_0474,IMG_0474_43,3743,74.357397446
104 ps Soil,IMG_0474,IMG_0474_44,995,19.766393389999998
104 ps Soil,IMG_0474,IMG_0474_45,1638,32.540052636
104 ps Soil,IMG_0474,IMG_0474_46,2958,58.762805676
104 ps Soil,IMG_0474,IMG_0474_47,805,15.99190621
104 ps Soil,IMG_0474,IMG_0474_48,735,14.601305669999999
104 ps Soil,IMG_0474,IMG_0474_49,2208,43.863514175999995
104 ps Soil,IMG_0474,IMG_0474_50,912,18.117538464
104 ps Soil,IMG_0474,IMG_0474_51,2932,58.246296904
104 ps Soil,IMG_0474,IMG_0474_52,3603,71.57619636599999
104 ps Soil,IMG_0474,IMG_0474_53,1057,20.998068154
104 ps Soil,IMG_0474,IMG_0474_54,863,17.144118086
104 ps Soil,IMG_0474,IMG_0474_55,4936,98.057203792
104 ps Soil,IMG_0474,IMG_0474_56,1309,26.004230097999997
104 ps Soil,IMG_0474,IMG_0474_57,1151,22.865446022
104 ps Soil,IMG_0474,IMG_0474_58,738,14.660902836
104 ps Soil,IMG_0474,IMG_0474_59,420,8.34360324
104 ps Soil,IMG_0474,IMG_0474_60,1007,20.004782054
104 ps Soil,IMG_0474,IMG_0474_61,1417,28.149728074
104 ps Soil,IMG_0474,IMG_0474_62,355,7.05233131
104 ps Soil,IMG_0474,IMG_0474_63,211,4.191667342
104 ps Soil,IMG_0474,IMG_0474_64,485,9.634875169999999
104 ps Soil,IMG_0474,IMG_0474_65,865,17.18384953
104 ps Soil,IMG_0474,IMG_0474_66,489,9.714338058
104 ps Soil,IMG_0474,IMG_0474_67,587,11.661178814
104 ps Soil,IMG_0474,IMG_0474_68,1295,25.726109989999998
104 ps Soil,IMG_0474,IMG_0474_69,1920,38.14218624
104 ps Soil,IMG_0474,IMG_0474_70,75,1.4899291499999998
104 ps Soil,IMG_0474,IMG_0474_71,1803,35.817896766
104 ps Soil,IMG_0474,IMG_0474_72,186,3.695024292
104 ps Soil,IMG_0474,IMG_0474_73,313,6.217970985999999
104 ps Soil,IMG_0474,IMG_0474_74,204,4.052607288
104 ps Soil,IMG_0474,IMG_0474_75,528,10.489101216
104 ps Soil,IMG_0474,IMG_0474_76,318,6.317299596
104 ps Soil,IMG_0474,IMG_0474_77,379,7.529108637999999
104 ps Soil,IMG_0474,IMG_0474_78,456,9.058769232
104 ps Soil,IMG_0474,IMG_0474_79,528,10.489101216
104 ps Soil,IMG_0474,IMG_0474_80,355,7.05233131
104 ps Soil,IMG_0474,IMG_0474_81,498,9.893129556
104 ps Soil,IMG_0474,IMG_0474_82,1267,25.169869774
104 ps Soil,IMG_0474,IMG_0474_83,317,6.297433873999999
104 ps Soil,IMG_0474,IMG_0474_84,1072,21.296053984
104 ps Soil,IMG_0474,IMG_0474_85,2447,48.611421734
104 ps Soil,IMG_0474,IMG_0474_86,384,7.628437247999999
101 ts Water,IMG_0177,IMG_0177_1,559,9.415574076999999
101 ts Water,IMG_0177,IMG_0177_2,5548,93.44830944399999
101 ts Water,IMG_0177,IMG_0177_3,1642,27.657196126
101 ts Water,IMG_0177,IMG_0177_4,272,4.581460015999999
101 ts Water,IMG_0177,IMG_0177_5,1194,20.111261982
101 ts Water,IMG_0177,IMG_0177_6,8879,149.55435103699998
101 ts Water,IMG_0177,IMG_0177_7,3942,66.39748302599999
101 ts Water,IMG_0177,IMG_0177_8,1357,22.856769270999997
101 ts Water,IMG_0177,IMG_0177_9,2532,42.648002796
101 ts Water,IMG_0177,IMG_0177_10,175,2.9476305249999997
101 ts Water,IMG_0177,IMG_0177_11,1671,28.145660612999997
101 ts Water,IMG_0177,IMG_0177_12,3547,59.744259840999995
101 ts Water,IMG_0177,IMG_0177_13,1208,20.347072423999997
101 ts Water,IMG_0177,IMG_0177_14,5564,93.71780709199999
101 ts Water,IMG_0177,IMG_0177_15,2015,33.939860044999996
101 ts Water,IMG_0177,IMG_0177_16,1482,24.962219645999998
101 ts Water,IMG_0177,IMG_0177_17,1598,26.916077593999997
101 ts Water,IMG_0177,IMG_0177_18,385,6.484787154999999
101 ts Water,IMG_0177,IMG_0177_19,1341,22.587271623
101 ts Water,IMG_0177,IMG_0177_20,1550,26.107584649999996
101 ts Water,IMG_0177,IMG_0177_21,660,11.116777979999998
101 ts Water,IMG_0177,IMG_0177_22,494,8.320739882
101 ts Water,IMG_0177,IMG_0177_23,1433,24.136883099
101 ts Water,IMG_0177,IMG_0177_24,1346,22.671489637999997
101 ts Water,IMG_0177,IMG_0177_25,668,11.251526804
101 ts Water,IMG_0177,IMG_0177_26,383,6.451099949
101 ts Water,IMG_0177,IMG_0177_27,1209,20.363916027
101 ts Water,IMG_0177,IMG_0177_28,313,5.272047739
101 ts Water,IMG_0177,IMG_0177_29,3453,58.160961158999996
101 ts Water,IMG_0177,IMG_0177_30,10233,172.36058949899999
101 ts Water,IMG_0177,IMG_0177_31,73,1.2295830189999999
106 ps Water,IMG_0407,IMG_0407_1,3297,62.943162177
106 ps Water,IMG_0407,IMG_0407_2,2679,51.144898839
106 ps Water,IMG_0407,IMG_0407_3,139,2.653654699
106 ps Water,IMG_0407,IMG_0407_4,363,6.930047882999999
106 ps Water,IMG_0407,IMG_0407_5,4496,85.833320336
106 ps Water,IMG_0407,IMG_0407_6,6805,129.914534005
106 ps Water,IMG_0407,IMG_0407_7,1558,29.743841877999998
106 ps Water,IMG_0407,IMG_0407_8,2899,55.344927859
106 ps Water,IMG_0407,IMG_0407_9,1020,19.47286182
106 ps Water,IMG_0407,IMG_0407_10,109,2.080923469
106 ps Water,IMG_0407,IMG_0407_11,3185,60.804965585
106 ps Water,IMG_0407,IMG_0407_12,5825,111.20531382499999
106 ps Water,IMG_0407,IMG_0407_13,111,2.119105551
106 ps Water,IMG_0407,IMG_0407_14,214,4.085482774
106 ps Water,IMG_0407,IMG_0407_15,2348,44.825764268
106 ps Water,IMG_0407,IMG_0407_16,2256,43.069388496
106 ps Water,IMG_0407,IMG_0407_17,1550,29.59111355
106 ps Water,IMG_0407,IMG_0407_18,727,13.879186807
106 ps Water,IMG_0407,IMG_0407_19,425,8.113692425
106 ps Water,IMG_0407,IMG_0407_20,903,17.239210023
106 ps Water,IMG_0407,IMG_0407_21,1182,22.565610462
106 ps Water,IMG_0407,IMG_0407_22,839,16.017383399
106 ps Water,IMG_0407,IMG_0407_23,2342,44.711218022
106 ps Water,IMG_0407,IMG_0407_24,2188,41.771197708
106 ps Water,IMG_0407,IMG_0407_25,3914,74.722334474
106 ps Water,IMG_0407,IMG_0407_26,1490,28.44565109
106 ps Water,IMG_0407,IMG_0407_27,842,16.074656521999998
106 ps Water,IMG_0407,IMG_0407_28,1272,24.283804152
106 ps Water,IMG_0407,IMG_0407_29,796,15.196468636
106 ps Water,IMG_0407,IMG_0407_30,3579,68.326835739
106 ps Water,IMG_0407,IMG_0407_31,356,6.796410595999999
106 ps Water,IMG_0407,IMG_0407_32,1317,25.142900996999998
106 ps Water,IMG_0407,IMG_0407_33,525,10.022796525
106 ps Water,IMG_0407,IMG_0407_34,1117,21.324692797
106 ps Water,IMG_0407,IMG_0407_35,3003,57.330396123
106 ps Water,IMG_0407,IMG_0407_36,175,3.340932175
106 ps Water,IMG_0407,IMG_0407_37,912,17.411029392
106 ps Water,IMG_0407,IMG_0407_38,4603,87.87606172299999
106 ps Water,IMG_0407,IMG_0407_39,524,10.003705484
106 ps Water,IMG_0407,IMG_0407_40,4317,82.416023997
106 ps Water,IMG_0407,IMG_0407_41,567,10.824620247
106 ps Water,IMG_0407,IMG_0407_42,935,17.850123335
106 ps Water,IMG_0407,IMG_0407_43,592,11.301896272
106 ps Water,IMG_0407,IMG_0407_44,7699,146.981924659
106 ps Water,IMG_0407,IMG_0407_45,2119,40.453915879
106 ps Water,IMG_0407,IMG_0407_46,1707,32.588406987
106 ps Water,IMG_0407,IMG_0407_47,602,11.492806682
106 ps Water,IMG_0407,IMG_0407_48,353,6.7391374729999995
106 ps Water,IMG_0407,IMG_0407_49,283,5.402764603
106 ps Water,IMG_0407,IMG_0407_50,897,17.124663777
106 ps Water,IMG_0407,IMG_0407_51,487,9.297336967
106 ps Water,IMG_0407,IMG_0407_52,772,14.738283652
106 ps Water,IMG_0407,IMG_0407_53,350,6.68186435
106 ps Water,IMG_0407,IMG_0407_54,595,11.359169395
106 ps Water,IMG_0407,IMG_0407_55,110,2.10001451
106 ps Water,IMG_0407,IMG_0407_56,629,12.008264789
106 ps Water,IMG_0407,IMG_0407_57,112,2.138196592
106 ps Water,IMG_0407,IMG_0407_58,423,8.075510343
106 ps Water,IMG_0407,IMG_0407_59,801,15.291923841
106 ps Water,IMG_0407,IMG_0407_60,626,11.950991666
106 ps Water,IMG_0407,IMG_0407_61,738,14.089188258
106 ps Water,IMG_0407,IMG_0407_62,1140,21.76378674
106 ps Water,IMG_0407,IMG_0407_63,904,17.258301064
106 ps Water,IMG_0407,IMG_0407_64,1118,21.343783838
106 ps Water,IMG_0407,IMG_0407_65,1532,29.247474812
106 ps Water,IMG_0407,IMG_0407_66,2379,45.417586539
106 ps Water,IMG_0407,IMG_0407_67,2662,50.820351142
106 ps Water,IMG_0407,IMG_0407_68,204,3.894572364
106 ps Water,IMG_0407,IMG_0407_69,2530,48.30033373
106 ps Water,IMG_0407,IMG_0407_70,247,4.715487127
106 ps Water,IMG_0407,IMG_0407_71,241,4.600940881
106 ps Water,IMG_0407,IMG_0407_72,2530,48.30033373
106 ps Water,IMG_0407,IMG_0407_73,1222,23.329252101999998
106 ps Water,IMG_0407,IMG_0407_74,1457,27.815646736999998
106 ps Water,IMG_0407,IMG_0407_75,74,1.412737034
106 ps Water,IMG_0407,IMG_0407_76,1036,19.778318476
106 ps Water,IMG_0407,IMG_0407_77,162,3.092748642
106 ps Water,IMG_0407,IMG_0407_78,1984,37.876625344
106 ps Water,IMG_0407,IMG_0407_79,3774,72.049588734
106 ps Water,IMG_0407,IMG_0407_80,252,4.810942332
106 ps Water,IMG_0407,IMG_0407_81,631,12.046446871
106 ps Water,IMG_0407,IMG_0407_82,213,4.066391733
106 ps Water,IMG_0407,IMG_0407_83,454,8.667332614
106 ps Water,IMG_0407,IMG_0407_84,80,1.52728328
106 ps Water,IMG_0407,IMG_0407_85,1215,23.195614815
106 ps Water,IMG_0407,IMG_0407_86,739,14.108279299
106 ps Water,IMG_0407,IMG_0407_87,1453,27.739282573
106 ps Water,IMG_0407,IMG_0407_88,187,3.5700246669999998
106 ps Water,IMG_0407,IMG_0407_89,1042,19.892864722
106 ps Water,IMG_0407,IMG_0407_90,355,6.777319555
106 ps Water,IMG_0407,IMG_0407_91,355,6.777319555
106 ps Water,IMG_0407,IMG_0407_92,423,8.075510343
106 ps Water,IMG_0407,IMG_0407_93,462,8.820060942
106 ps Water,IMG_0407,IMG_0407_94,727,13.879186807
106 ps Water,IMG_0407,IMG_0407_95,179,3.417296339
103 ts Soil+Leaf,IMG_0239,IMG_0239_1,1231,23.035550355999998
103 ts Soil+Leaf,IMG_0239,IMG_0239_2,1708,31.961592208
103 ts Soil+Leaf,IMG_0239,IMG_0239_3,1356,25.374659856
103 ts Soil+Leaf,IMG_0239,IMG_0239_4,502,9.393863752
103 ts Soil+Leaf,IMG_0239,IMG_0239_5,636,11.901389136
103 ts Soil+Leaf,IMG_0239,IMG_0239_6,873,16.336340748
103 ts Soil+Leaf,IMG_0239,IMG_0239_7,1117,20.902282492
103 ts Soil+Leaf,IMG_0239,IMG_0239_8,742,13.884953992
103 ts Soil+Leaf,IMG_0239,IMG_0239_9,952,17.814657952
103 ts Soil+Leaf,IMG_0239,IMG_0239_10,389,7.279308764
103 ts Soil+Leaf,IMG_0239,IMG_0239_11,1156,21.632084656
103 ts Soil+Leaf,IMG_0239,IMG_0239_12,949,17.758519323999998
103 ts Soil+Leaf,IMG_0239,IMG_0239_13,748,13.997231248
103 ts Soil+Leaf,IMG_0239,IMG_0239_14,179,3.349604804
103 ts Soil+Leaf,IMG_0239,IMG_0239_15,185,3.4618820599999998
103 ts Soil+Leaf,IMG_0239,IMG_0239_16,455,8.51435858
103 ts Soil+Leaf,IMG_0239,IMG_0239_17,251,4.696931876
103 ts Soil+Leaf,IMG_0239,IMG_0239_18,110,2.05841636
